lead_id,company_size,industry,source,plan_interest,sales_stage,deal_value,outcome,converted_customer_id
L001700,943,IT Services,Referral,Business,New,16911,Lost,
L001701,37,FinTech,Referral,Starter,Demo,14575,Converted,C0101
L001702,798,E-commerce,Paid Ads,Starter,Qualified,13060,In Progress,
L001703,861,FinTech,Website,Business,Proposal,4244,Converted,C0016
L001704,360,Education,Outbound,Business,Demo,11422,Lost,
L001705,187,Professional Services,Website,Business,Proposal,9180,Lost,
L001706,236,Professional Services,Paid Ads,Business,Proposal,2694,In Progress,
L001707,348,SaaS,Referral,Business,Qualified,3122,In Progress,
L001708,255,FinTech,Outbound,Business,New,1272,Converted,C0203
L001709,382,Healthcare,Partner,Business,Qualified,7061,Converted,C0619
L001710,854,Professional Services,Outbound,Business,Negotiation,8618,In Progress,
L001711,645,Professional Services,Partner,Business,Proposal,12651,In Progress,
L001712,643,Education,Outbound,Business,Qualified,7260,In Progress,
L001713,349,Education,Paid Ads,Business,Qualified,13548,Lost,
L001714,374,E-commerce,Outbound,Business,Demo,3352,Lost,
L001715,345,Marketing,Partner,Business,Negotiation,16670,In Progress,
L001716,897,Professional Services,Paid Ads,Business,Qualified,7679,Converted,C0499
L001717,180,SaaS,Partner,Starter,Negotiation,19335,Lost,
L001718,948,Marketing,Website,Business,Qualified,12036,Lost,
L001719,823,SaaS,Referral,Business,Qualified,13405,In Progress,
L001720,102,Education,Website,Starter,Demo,9100,In Progress,
L001721,915,Healthcare,Partner,Business,Demo,10802,In Progress,
L001722,491,Marketing,Paid Ads,Business,Negotiation,5955,Converted,C0565
L001723,855,Professional Services,Paid Ads,Business,New,10041,In Progress,
L001724,298,Marketing,Partner,Business,Proposal,4939,Lost,
L001725,252,Education,Paid Ads,Business,Proposal,5831,Lost,
L001726,306,Professional Services,Referral,Starter,Proposal,11352,Lost,
L001727,235,Professional Services,Referral,Business,Demo,8427,Lost,
L001728,822,Professional Services,Paid Ads,Starter,Proposal,6148,Lost,
L001729,404,IT Services,Website,Business,New,18867,In Progress,
L001730,463,IT Services,Partner,Business,Qualified,5921,Converted,C0657
L001731,258,Marketing,Referral,Business,New,12335,Converted,C0871
L001732,723,Healthcare,Partner,Business,Proposal,17254,In Progress,
L001733,464,Marketing,Partner,Business,Demo,14087,In Progress,
L001734,554,IT Services,Paid Ads,Business,Qualified,10632,In Progress,
L001735,211,E-commerce,Referral,Business,New,7711,In Progress,
L001736,318,IT Services,Website,Business,Negotiation,14002,Lost,
L001737,295,SaaS,Outbound,Business,Demo,18449,In Progress,
L001738,183,IT Services,Paid Ads,Starter,Proposal,16326,Lost,
L001739,146,E-commerce,Referral,Starter,Qualified,14714,In Progress,
L001740,490,Marketing,Outbound,Business,New,11151,In Progress,
L001741,214,FinTech,Paid Ads,Starter,New,5783,In Progress,
L001742,587,IT Services,Partner,Business,Qualified,19454,In Progress,
L001743,926,SaaS,Paid Ads,Starter,Demo,10281,Converted,C0311
L001744,766,Marketing,Website,Business,New,13208,Converted,C0509
L001745,983,Professional Services,Website,Business,Negotiation,15224,Converted,C0224
L001746,976,SaaS,Outbound,Business,Negotiation,4949,Converted,C0738
L001747,600,Marketing,Partner,Starter,Demo,6158,Lost,
L001748,289,FinTech,Website,Business,Qualified,10039,In Progress,
L001749,179,E-commerce,Outbound,Business,Proposal,14520,In Progress,
L001750,13,Education,Paid Ads,Starter,Demo,1412,In Progress,
L001751,961,E-commerce,Outbound,Business,Demo,6407,In Progress,
L001752,778,Education,Partner,Business,Qualified,11945,In Progress,
L001753,71,Healthcare,Paid Ads,Starter,Proposal,11346,Converted,C0959
L001754,650,Marketing,Outbound,Business,New,7078,In Progress,
L001755,630,FinTech,Paid Ads,Business,Proposal,638,In Progress,
L001756,533,E-commerce,Paid Ads,Business,Negotiation,7283,Converted,C0597
L001757,955,Professional Services,Referral,Starter,New,14507,In Progress,
L001758,857,Healthcare,Referral,Business,Demo,825,Converted,C0292
L001759,573,FinTech,Referral,Business,Negotiation,14529,Converted,C0295
L001760,87,Healthcare,Paid Ads,Business,Negotiation,1234,Converted,C0584
L001761,239,Marketing,Partner,Starter,Proposal,13738,Lost,
L001762,955,Healthcare,Paid Ads,Business,Proposal,16263,Converted,C0391
L001763,723,Marketing,Paid Ads,Business,New,9696,In Progress,
L001764,431,Marketing,Referral,Starter,Negotiation,14916,Lost,
L001765,975,IT Services,Paid Ads,Starter,Qualified,2688,Converted,C0607
L001766,903,FinTech,Paid Ads,Business,Demo,19264,Lost,
L001767,865,E-commerce,Referral,Business,Qualified,16569,In Progress,
L001768,932,E-commerce,Paid Ads,Business,New,15148,In Progress,
L001769,114,Marketing,Website,Starter,Proposal,6337,Lost,
L001770,413,Healthcare,Paid Ads,Business,Negotiation,8880,Converted,C0257
L001771,492,FinTech,Paid Ads,Starter,New,13364,Lost,
L001772,69,Healthcare,Referral,Starter,Demo,12267,Lost,
L001773,839,E-commerce,Referral,Business,Demo,10671,Converted,C0456
L001774,870,Education,Partner,Business,Proposal,1049,Lost,
L001775,597,IT Services,Paid Ads,Business,Proposal,1782,In Progress,
L001776,985,Marketing,Referral,Business,Demo,19074,Lost,
L001777,113,Healthcare,Partner,Starter,Qualified,12468,Lost,
L001778,87,SaaS,Partner,Starter,Demo,14118,Lost,
L001779,783,Education,Website,Business,Negotiation,17271,Lost,
L001780,494,E-commerce,Referral,Business,Qualified,10977,Converted,C0752
L001781,150,SaaS,Paid Ads,Starter,New,18570,In Progress,
L001782,817,FinTech,Paid Ads,Business,New,8780,Lost,
L001783,875,Education,Paid Ads,Business,Proposal,17843,Lost,
L001784,326,Marketing,Partner,Business,New,12277,Lost,
L001785,400,Healthcare,Paid Ads,Business,Proposal,1546,In Progress,
L001786,764,IT Services,Website,Business,Qualified,16210,Lost,
L001787,594,Healthcare,Website,Starter,Proposal,8750,In Progress,
L001788,993,Marketing,Website,Business,Proposal,13827,Lost,
L001789,787,Professional Services,Website,Business,Demo,15694,In Progress,
L001790,487,E-commerce,Paid Ads,Business,New,6829,Lost,
L001791,28,Marketing,Paid Ads,Starter,New,17854,Lost,
L001792,670,FinTech,Referral,Business,Negotiation,7246,Lost,
L001793,136,E-commerce,Website,Business,New,2669,In Progress,
L001794,845,E-commerce,Partner,Starter,Demo,10990,In Progress,
L001795,558,Marketing,Paid Ads,Business,Proposal,19403,In Progress,
L001796,742,Healthcare,Website,Business,Proposal,7431,Lost,
L001797,220,IT Services,Outbound,Starter,Qualified,13828,Converted,C0783
L001798,653,FinTech,Outbound,Starter,Negotiation,14041,Converted,C0616
L001799,143,FinTech,Partner,Starter,New,10088,Converted,C0324
L001800,314,SaaS,Website,Business,Negotiation,5219,Converted,C0719
L001801,652,FinTech,Website,Starter,Demo,13514,Lost,
L001802,622,E-commerce,Outbound,Business,Demo,7890,Lost,
L001803,206,Marketing,Outbound,Starter,Negotiation,10734,Lost,
L001804,939,Professional Services,Website,Starter,Proposal,15823,Converted,C0795
L001805,203,FinTech,Partner,Business,New,9676,Converted,C0726
L001806,948,FinTech,Paid Ads,Business,Qualified,18253,In Progress,
L001807,248,Marketing,Partner,Starter,Negotiation,18125,Converted,C0388
L001808,95,SaaS,Partner,Starter,Proposal,1703,Lost,
L001809,424,IT Services,Website,Business,Negotiation,7012,In Progress,
L001810,206,E-commerce,Referral,Business,New,14612,Converted,C0376
L001811,493,Education,Outbound,Business,Demo,13947,In Progress,
L001812,737,Healthcare,Paid Ads,Business,Negotiation,4159,In Progress,
L001813,790,Healthcare,Paid Ads,Starter,Demo,4305,In Progress,
L001814,920,Professional Services,Outbound,Business,Proposal,17345,Converted,C0880
L001815,495,FinTech,Paid Ads,Starter,Negotiation,12520,Lost,
L001816,838,FinTech,Website,Starter,Demo,3311,In Progress,
L001817,14,E-commerce,Outbound,Starter,Demo,14952,Lost,
L001818,511,Education,Website,Business,Qualified,13080,Lost,
L001819,941,FinTech,Website,Business,Demo,5947,In Progress,
L001820,68,Education,Website,Starter,Negotiation,12312,In Progress,
L001821,444,FinTech,Referral,Business,Qualified,16767,Lost,
L001822,76,Marketing,Paid Ads,Starter,New,19356,Converted,C0490
L001823,662,IT Services,Paid Ads,Business,New,2284,Lost,
L001824,108,E-commerce,Referral,Starter,Qualified,17111,Converted,C0935
L001825,532,Healthcare,Outbound,Business,Negotiation,17495,In Progress,
L001826,746,Healthcare,Paid Ads,Business,Proposal,2861,Converted,C0646
L001827,764,FinTech,Paid Ads,Business,Negotiation,10771,Lost,
L001828,139,Professional Services,Website,Starter,Demo,3542,Lost,
L001829,108,Education,Partner,Starter,Proposal,5489,In Progress,
L001830,58,Education,Referral,Starter,Demo,10719,Lost,
L001831,788,Healthcare,Paid Ads,Business,Negotiation,1404,In Progress,
L001832,532,Education,Outbound,Business,Demo,10742,Lost,
L001833,557,IT Services,Partner,Business,Negotiation,10583,Converted,C0315
L001834,936,Healthcare,Outbound,Starter,Demo,18927,In Progress,
L001835,318,Marketing,Outbound,Business,New,3270,In Progress,
L001836,61,IT Services,Referral,Starter,Proposal,4889,Converted,C0014
L001837,700,IT Services,Partner,Business,Qualified,8190,In Progress,
L001838,281,Healthcare,Website,Business,Proposal,17484,Lost,
L001839,150,Professional Services,Paid Ads,Starter,Demo,2569,In Progress,
L001840,640,E-commerce,Outbound,Business,Proposal,14111,In Progress,
L001841,575,FinTech,Website,Starter,Demo,1188,In Progress,
L001842,175,Marketing,Referral,Starter,Negotiation,4631,Converted,C0966
L001843,684,E-commerce,Partner,Business,Qualified,1773,Lost,
L001844,724,SaaS,Referral,Business,Demo,3429,In Progress,
L001845,566,Marketing,Website,Business,Demo,19521,Converted,C0500
L001846,527,SaaS,Partner,Business,Negotiation,15420,In Progress,
L001847,687,FinTech,Website,Business,Negotiation,8055,In Progress,
L001848,590,Marketing,Partner,Business,Demo,7772,Lost,
L001849,589,Healthcare,Partner,Business,Demo,12412,In Progress,
L001850,832,Education,Partner,Business,Demo,12000,Converted,C0225
L001851,825,Healthcare,Website,Business,Proposal,10624,Converted,C0479
L001852,250,IT Services,Website,Business,Qualified,5135,Converted,C0587
L001853,648,Professional Services,Referral,Business,Proposal,13652,Lost,
L001854,967,Education,Partner,Business,New,13913,Converted,C0075
L001855,21,SaaS,Referral,Starter,Qualified,12203,In Progress,
L001856,601,Education,Paid Ads,Starter,Qualified,5089,In Progress,
L001857,859,Professional Services,Partner,Business,New,2942,Converted,C0914
L001858,398,IT Services,Partner,Starter,Qualified,15411,Converted,C0157
L001859,682,Professional Services,Website,Business,Proposal,15445,Lost,
L001860,835,SaaS,Outbound,Business,Proposal,10000,Lost,
L001861,409,FinTech,Website,Starter,Proposal,15314,Lost,
L001862,721,Healthcare,Paid Ads,Business,Proposal,5524,Converted,C0910
L001863,921,Education,Referral,Business,Demo,12091,Converted,C0196
L001864,978,SaaS,Referral,Business,New,16718,In Progress,
L001865,340,SaaS,Outbound,Business,New,7199,Converted,C0632
L001866,734,Marketing,Paid Ads,Business,Proposal,7191,In Progress,
L001867,624,IT Services,Referral,Business,Qualified,18885,Converted,C0715
L001868,955,Healthcare,Referral,Starter,New,15867,Converted,C0533
L001869,855,E-commerce,Partner,Business,Proposal,8087,In Progress,
L001870,894,Healthcare,Website,Business,New,18034,Converted,C0658
L001871,595,IT Services,Referral,Business,New,14795,Converted,C0413
L001872,583,Marketing,Outbound,Starter,New,14253,In Progress,
L001873,633,Education,Partner,Business,New,18555,In Progress,
L001874,549,Education,Outbound,Business,Negotiation,5248,Converted,C0144
L001875,665,IT Services,Outbound,Business,Qualified,4419,In Progress,
L001876,691,SaaS,Paid Ads,Business,Demo,9408,Lost,
L001877,100,E-commerce,Website,Starter,Proposal,17612,Lost,
L001878,890,Marketing,Website,Starter,Qualified,18732,In Progress,
L001879,700,FinTech,Website,Business,Proposal,6352,Lost,
L001880,491,E-commerce,Partner,Business,Qualified,16892,Converted,C0886
L001881,969,FinTech,Referral,Business,Proposal,16786,Converted,C0359
L001882,510,Healthcare,Outbound,Business,Negotiation,12064,In Progress,
L001883,541,IT Services,Website,Business,Qualified,9414,Lost,
L001884,861,E-commerce,Website,Business,New,17047,Lost,
L001885,619,Professional Services,Referral,Starter,Demo,13587,Lost,
L001886,111,FinTech,Outbound,Starter,Proposal,7584,Lost,
L001887,356,Professional Services,Website,Business,Proposal,4333,In Progress,
L001888,435,Healthcare,Website,Business,Proposal,10474,In Progress,
L001889,180,IT Services,Partner,Starter,Qualified,15288,Converted,C0201
L001890,448,FinTech,Referral,Business,Qualified,5527,Lost,
L001891,372,Marketing,Paid Ads,Starter,Demo,9773,Lost,
L001892,895,Marketing,Partner,Business,Proposal,1799,Lost,
L001893,58,E-commerce,Paid Ads,Starter,Proposal,955,Lost,
L001894,635,Marketing,Website,Business,Proposal,13687,Lost,
L001895,816,SaaS,Paid Ads,Business,Negotiation,19842,Converted,C0488
L001896,72,Healthcare,Referral,Starter,Demo,8725,In Progress,
L001897,558,SaaS,Website,Business,New,599,Lost,
L001898,490,E-commerce,Paid Ads,Business,Demo,2094,Lost,
L001899,19,IT Services,Paid Ads,Starter,Negotiation,10700,In Progress,
L001900,378,SaaS,Website,Starter,Demo,18212,Lost,
L001901,498,SaaS,Partner,Business,Proposal,11911,Lost,
L001902,341,Marketing,Referral,Business,Proposal,5823,Converted,C0993
L001903,492,Marketing,Partner,Business,New,11968,Converted,C0156
L001904,211,Education,Outbound,Starter,New,14958,Converted,C0625
L001905,232,E-commerce,Website,Business,New,19554,Converted,C0903
L001906,62,Marketing,Referral,Business,New,18798,Converted,C0262
L001907,415,Marketing,Referral,Starter,Demo,15157,In Progress,
L001908,545,FinTech,Website,Business,New,11764,Lost,
L001909,179,E-commerce,Partner,Starter,Qualified,15429,In Progress,
L001910,206,SaaS,Paid Ads,Business,Demo,1545,Lost,
L001911,627,IT Services,Partner,Starter,Qualified,2495,In Progress,
L001912,83,SaaS,Partner,Starter,Demo,12365,Lost,
L001913,567,Education,Paid Ads,Business,Demo,18209,Lost,
L001914,707,Marketing,Referral,Business,Demo,5859,Converted,C0570
L001915,171,FinTech,Referral,Starter,Proposal,1454,Lost,
L001916,967,E-commerce,Website,Starter,Proposal,8410,In Progress,
L001917,929,E-commerce,Referral,Starter,New,11585,In Progress,
L001918,878,Education,Referral,Starter,New,17679,Converted,C0049
L001919,33,Marketing,Referral,Starter,Negotiation,3986,Converted,C0001
L001920,487,SaaS,Referral,Business,Demo,3521,In Progress,
L001921,379,Education,Partner,Business,New,11857,Lost,
L001922,809,Education,Referral,Starter,Qualified,6769,Converted,C0146
L001923,893,SaaS,Partner,Business,New,14852,Lost,
L001924,68,IT Services,Partner,Business,New,5265,In Progress,
L001925,654,SaaS,Paid Ads,Business,Qualified,7189,Converted,C0473
L001926,153,E-commerce,Partner,Starter,Qualified,8908,In Progress,
L001927,47,Marketing,Outbound,Starter,Demo,8187,In Progress,
L001928,58,FinTech,Partner,Starter,Negotiation,16468,Lost,
L001929,575,Education,Outbound,Business,New,6920,Converted,C0740
L001930,436,SaaS,Paid Ads,Business,Qualified,18622,Converted,C0414
L001931,277,Professional Services,Outbound,Starter,Negotiation,16603,Lost,
L001932,481,FinTech,Outbound,Business,Demo,5069,Lost,
L001933,495,E-commerce,Partner,Starter,New,3392,In Progress,
L001934,969,E-commerce,Partner,Starter,Proposal,19129,Converted,C0695
L001935,563,Healthcare,Paid Ads,Business,Demo,9550,Converted,C0985
L001936,455,Education,Outbound,Business,Negotiation,13162,Converted,C0659
L001937,94,Education,Partner,Starter,Demo,13527,Lost,
L001938,417,Professional Services,Website,Business,Demo,19195,In Progress,
L001939,398,Healthcare,Referral,Business,Proposal,5693,Lost,
L001940,616,Professional Services,Website,Business,Qualified,7880,In Progress,
L001941,42,SaaS,Outbound,Free,New,18074,In Progress,
L001942,18,IT Services,Website,Business,Negotiation,18523,Lost,
L001943,243,SaaS,Outbound,Business,Demo,5774,Converted,C0430
L001944,309,Healthcare,Partner,Business,Proposal,7688,In Progress,
L001945,466,E-commerce,Partner,Business,Proposal,7763,In Progress,
L001946,456,Marketing,Referral,Business,New,15588,Converted,C0618
L001947,47,Education,Referral,Free,Demo,3035,In Progress,
L001948,479,FinTech,Website,Starter,Proposal,12568,Converted,C0521
L001949,687,Professional Services,Paid Ads,Starter,Negotiation,13715,Lost,
L001950,478,Education,Referral,Business,New,10169,Converted,C0512
L001951,421,Healthcare,Referral,Business,Qualified,14973,Converted,C0401
L001952,64,Education,Website,Business,Proposal,11214,Lost,
L001953,23,E-commerce,Outbound,Starter,Qualified,2962,Lost,
L001954,619,Marketing,Paid Ads,Business,Negotiation,18341,Converted,C0821
L001955,592,Professional Services,Website,Business,Demo,8472,Lost,
L001956,820,FinTech,Referral,Business,Qualified,12217,Lost,
L001957,367,FinTech,Referral,Starter,Negotiation,1436,In Progress,
L001958,582,Professional Services,Website,Business,Negotiation,10732,Lost,
L001959,563,Marketing,Partner,Business,Demo,1787,Lost,
L001960,331,E-commerce,Paid Ads,Business,Demo,2070,In Progress,
L001961,512,Marketing,Paid Ads,Starter,Proposal,13621,In Progress,
L001962,667,Professional Services,Paid Ads,Business,Demo,19748,Converted,C0476
L001963,774,Education,Website,Business,Demo,5582,Lost,
L001964,898,SaaS,Partner,Business,Proposal,896,Converted,C0175
L001965,897,FinTech,Paid Ads,Business,Proposal,19696,Lost,
L001966,352,Education,Paid Ads,Business,Negotiation,12687,In Progress,
L001967,940,FinTech,Paid Ads,Business,New,11785,Lost,
L001968,447,E-commerce,Referral,Business,Qualified,18281,Lost,
L001969,660,FinTech,Website,Business,Proposal,8919,Lost,
L001970,951,SaaS,Referral,Starter,Negotiation,3767,Converted,C0806
L001971,834,SaaS,Outbound,Business,Demo,17022,In Progress,
L001972,380,SaaS,Referral,Business,Demo,10286,Converted,C0451
L001973,543,Healthcare,Website,Business,Qualified,16070,Lost,
L001974,892,Healthcare,Paid Ads,Business,Negotiation,14121,In Progress,
L001975,437,IT Services,Partner,Business,Proposal,7237,Converted,C0834
L001976,624,E-commerce,Paid Ads,Business,Negotiation,17747,In Progress,
L001977,383,Professional Services,Outbound,Starter,Proposal,12839,Lost,
L001978,102,FinTech,Partner,Starter,Demo,3447,In Progress,
L001979,149,E-commerce,Referral,Business,Demo,1531,In Progress,
L001980,928,SaaS,Partner,Business,Demo,10365,In Progress,
L001981,104,Education,Outbound,Business,Demo,7380,Converted,C0158
L001982,137,Education,Referral,Starter,Proposal,10900,In Progress,
L001983,82,SaaS,Paid Ads,Starter,Demo,4362,Lost,
L001984,554,FinTech,Outbound,Starter,Demo,19170,In Progress,
L001985,325,Professional Services,Outbound,Business,Demo,17183,In Progress,
L001986,686,FinTech,Paid Ads,Starter,Qualified,18115,In Progress,
L001987,687,SaaS,Outbound,Business,New,8022,In Progress,
L001988,404,E-commerce,Referral,Business,New,19181,Lost,
L001989,641,SaaS,Paid Ads,Business,Proposal,3983,Converted,C0971
L001990,992,Education,Website,Business,Negotiation,11773,In Progress,
L001991,678,Professional Services,Referral,Business,Proposal,5809,In Progress,
L001992,535,SaaS,Website,Starter,Demo,17596,Lost,
L001993,527,IT Services,Website,Business,New,4563,Converted,C0025
L001994,711,Marketing,Referral,Business,Negotiation,6337,In Progress,
L001995,528,FinTech,Outbound,Starter,Qualified,2580,Lost,
L001996,436,Education,Outbound,Starter,Negotiation,16633,In Progress,
L001997,833,E-commerce,Website,Business,Qualified,19742,Lost,
L001998,234,SaaS,Website,Business,Qualified,14475,In Progress,
L001999,503,FinTech,Partner,Business,Proposal,10793,Converted,C0499
L002000,36,Education,Referral,Starter,Demo,17289,Lost,
